,Time (s),Mean Score,Std
0,5.715184450149536,1100.7379150390625,536.9246826171875
1,10.936414241790771,1104.135986328125,539.2069091796875
2,17.577301025390625,1104.293212890625,543.04052734375
3,23.961969137191772,1108.65234375,539.0964965820312
4,29.473753690719604,1118.341552734375,546.0479736328125
5,35.419145822525024,1112.6112060546875,538.26171875
6,40.6095016002655,1125.0191650390625,549.3837280273438
7,45.774834632873535,1119.4404296875,543.1373291015625
8,52.25186371803284,1126.1163330078125,546.6802368164062
9,58.74762010574341,1135.5968017578125,552.844970703125
10,65.64688229560852,1139.753173828125,553.6593627929688
11,70.94038796424866,1153.4931640625,560.8624877929688
12,76.97224259376526,1152.5443115234375,564.8429565429688
13,83.38773345947266,1149.77392578125,558.7706909179688
14,89.46482968330383,1161.47314453125,570.1104125976562
15,94.68288469314575,1165.8656005859375,567.1061401367188
16,100.48189687728882,1164.9072265625,569.7391357421875
17,107.20160007476807,1174.768310546875,565.3504028320312
18,112.86065244674683,1176.9884033203125,566.9879150390625
19,118.78258490562439,1172.9595947265625,565.4152221679688
20,125.11470460891724,1183.6207275390625,580.4091796875
21,130.88425970077515,1188.2615966796875,572.1390991210938
22,136.91744136810303,1196.1595458984375,579.388916015625
23,143.62723898887634,1193.34033203125,570.2679443359375
24,149.21875190734863,1188.7027587890625,576.5189208984375
25,154.87594723701477,1208.264404296875,581.4285888671875
26,160.958642244339,1196.5504150390625,579.7944946289062
27,167.2223641872406,1213.1279296875,586.4111938476562
28,173.91974306106567,1229.37353515625,594.6380615234375
29,180.38992357254028,1222.236328125,591.9093017578125
30,186.33636045455933,1226.8231201171875,586.9848022460938
31,191.7333345413208,1219.938720703125,586.96533203125
32,197.88403391838074,1225.005126953125,587.5223388671875
33,203.68207907676697,1231.932373046875,595.2149047851562
34,209.60918951034546,1242.5592041015625,596.098388671875
35,215.76164388656616,1234.786376953125,595.1611938476562
36,221.3471176624298,1244.5035400390625,595.7449340820312
37,227.8893280029297,1248.72314453125,601.091064453125
38,234.59946489334106,1254.5999755859375,603.9644165039062
39,240.33134818077087,1260.6328125,600.9844360351562
40,247.5112419128418,1256.2803955078125,602.1890869140625
41,253.78538513183594,1264.1231689453125,611.841064453125
42,259.5139195919037,1273.4759521484375,612.6444091796875
43,265.6283986568451,1276.4783935546875,618.478759765625
44,272.21842789649963,1262.7080078125,606.1590576171875
45,279.2138650417328,1277.5435791015625,613.0520629882812
46,285.4398865699768,1292.5792236328125,622.8497924804688
47,292.9247236251831,1277.6263427734375,606.7127075195312
48,298.99535155296326,1284.53759765625,612.3372192382812
49,305.5951895713806,1288.16796875,621.4598999023438
50,311.84291911125183,1292.9423828125,623.1355590820312
51,317.83775997161865,1298.8624267578125,619.24609375
52,324.8489100933075,1295.6043701171875,624.564208984375
53,331.7802298069,1312.614013671875,637.9935302734375
54,338.3344249725342,1312.6279296875,629.692626953125
55,344.4703233242035,1316.2103271484375,628.370361328125
56,350.65069031715393,1312.151611328125,622.3080444335938
57,357.7361023426056,1327.284423828125,641.0453491210938
58,363.80570363998413,1330.067138671875,635.9859008789062
59,369.759081363678,1326.5555419921875,635.1377563476562
60,375.73014783859253,1336.292724609375,639.421875
61,382.4679229259491,1334.8455810546875,641.9478759765625
62,389.09201169013977,1320.2196044921875,627.9029541015625
63,395.7853240966797,1333.8828125,636.1611938476562
64,402.31236243247986,1342.562744140625,645.6864624023438
65,408.4920711517334,1333.0247802734375,645.2705688476562
66,414.98152685165405,1342.760009765625,643.179443359375
67,421.6144893169403,1349.3468017578125,648.5004272460938
68,428.6492009162903,1337.30078125,634.909423828125
69,435.8756904602051,1362.3251953125,654.9953002929688
70,442.33092188835144,1358.2139892578125,646.5537719726562
71,448.941862821579,1365.1544189453125,654.3670654296875
72,455.632080078125,1374.647216796875,665.3016967773438
73,463.05836033821106,1366.1732177734375,654.8436889648438
74,470.055540561676,1372.162353515625,655.0914306640625
75,476.6975576877594,1380.5623779296875,653.306396484375
76,483.4218719005585,1378.6343994140625,653.306640625
77,490.11251521110535,1378.3787841796875,663.3204956054688
78,496.5691251754761,1378.268798828125,653.128173828125
79,503.04432487487793,1370.6895751953125,649.0973510742188
80,509.60116386413574,1390.3419189453125,665.3909301757812
81,516.6329391002655,1394.003173828125,661.2272338867188
82,523.2072014808655,1390.9459228515625,665.3424682617188
83,530.1472539901733,1385.6632080078125,662.5992431640625
84,536.9967195987701,1388.8067626953125,660.0780639648438
85,544.2885982990265,1397.264404296875,667.0888061523438
86,551.2670774459839,1405.5743408203125,665.0513305664062
87,557.7877376079559,1390.9627685546875,659.6693115234375
88,564.3074858188629,1410.8004150390625,661.5125732421875
89,570.9245352745056,1412.179931640625,669.970947265625
90,578.4535477161407,1406.82080078125,666.0814819335938
91,584.9157385826111,1410.0635986328125,668.5601196289062
92,591.781366109848,1413.5216064453125,670.2635498046875
93,599.3619005680084,1427.4552001953125,682.232666015625
94,606.9237287044525,1418.64794921875,682.1008911132812
95,613.5392725467682,1426.715576171875,679.7401733398438
96,620.0653157234192,1431.93994140625,683.7843017578125
97,627.9858613014221,1414.627197265625,672.0206909179688
98,634.7034900188446,1443.67919921875,691.4564208984375
99,642.2338690757751,1423.396728515625,675.2075805664062
100,649.0190870761871,1422.1951904296875,663.15234375
101,655.9721779823303,1430.407958984375,683.3471069335938
102,662.6257030963898,1435.038818359375,668.4552612304688
103,670.3364269733429,1440.166015625,678.4932861328125
104,677.050252199173,1440.3707275390625,689.9049682617188
105,683.4671187400818,1442.7127685546875,687.093505859375
106,690.2019374370575,1453.8931884765625,684.7413940429688
107,696.8621954917908,1450.54833984375,683.1246948242188
108,704.1497824192047,1455.7823486328125,694.7838745117188
109,710.5957860946655,1447.2291259765625,681.411865234375
110,717.4178216457367,1449.0167236328125,687.5670776367188
111,724.8311128616333,1459.06640625,688.3150634765625
112,733.0414164066315,1454.0975341796875,685.7299194335938
113,740.2112572193146,1460.9095458984375,694.5956420898438
114,746.7315986156464,1461.3763427734375,682.3280639648438
115,754.9184341430664,1473.2283935546875,703.9885864257812
116,761.7815210819244,1468.42041015625,691.4833374023438
117,768.3099639415741,1463.9188232421875,689.1553955078125
118,775.6698830127716,1465.4947509765625,689.8700561523438
119,783.0504627227783,1469.8975830078125,682.8018798828125
120,790.2324404716492,1478.8443603515625,696.2053833007812
121,797.0776259899139,1484.6099853515625,705.3794555664062
122,803.6134819984436,1484.1551513671875,702.78125
123,810.8507344722748,1489.8951416015625,700.141357421875
124,817.4482944011688,1469.46240234375,687.0850830078125
125,825.1007902622223,1480.5975341796875,692.96484375
126,831.7018640041351,1495.90673828125,710.1567993164062
127,839.1411783695221,1482.805908203125,706.5293579101562
128,846.0586264133453,1492.6771240234375,711.0117797851562
129,853.202365398407,1481.3800048828125,706.9486083984375
130,859.7548837661743,1508.03759765625,709.9827270507812
131,868.0466201305389,1498.9691162109375,703.505126953125
132,874.7535510063171,1506.1075439453125,709.4326171875
133,882.2703759670258,1491.67236328125,696.2269897460938
134,890.7195799350739,1509.0103759765625,714.3587036132812
135,897.3758347034454,1499.400390625,702.9879760742188
136,904.3728604316711,1503.4747314453125,701.3931884765625
137,911.4923467636108,1505.9195556640625,706.9180908203125
138,917.8827197551727,1501.2415771484375,701.1812744140625
139,925.5246651172638,1510.037109375,720.1288452148438
140,931.9223504066467,1511.1971435546875,713.3990478515625
141,939.0514810085297,1518.9683837890625,713.6852416992188
142,945.6029608249664,1497.3875732421875,692.9694213867188
143,952.870824098587,1516.6043701171875,721.3327026367188
144,960.8718860149384,1523.7611083984375,716.1129150390625
145,968.6582708358765,1510.5423583984375,701.7129516601562
146,975.4203681945801,1523.5599365234375,714.7713012695312
147,982.3424513339996,1517.815185546875,720.9215698242188
148,989.3904521465302,1524.2071533203125,716.6522827148438
149,996.9044198989868,1518.3431396484375,714.4403076171875
150,1004.6850965023041,1528.509521484375,718.245361328125
151,1011.9751501083374,1531.376708984375,716.1486206054688
152,1019.6384878158569,1543.46875,727.162841796875
153,1026.8537786006927,1534.6483154296875,721.1983032226562
154,1035.1345751285553,1544.604736328125,731.9937744140625
155,1042.748964548111,1540.2947998046875,715.51025390625
156,1050.8520901203156,1533.3155517578125,709.39990234375
157,1057.6658589839935,1536.95751953125,711.8068237304688
158,1064.5690808296204,1537.3511962890625,719.5775146484375
159,1071.334542274475,1548.4879150390625,723.5494384765625
160,1078.7271037101746,1550.364013671875,722.459228515625
161,1085.5063996315002,1548.9771728515625,723.1390991210938
162,1093.1795616149902,1535.77197265625,704.814208984375
163,1100.8960454463959,1550.0411376953125,730.1273193359375
164,1108.6032354831696,1559.2655029296875,736.7965087890625
165,1116.845163345337,1554.3187255859375,734.9471435546875
166,1124.7025561332703,1559.47119140625,725.0322875976562
167,1131.7751746177673,1567.5787353515625,736.490966796875
168,1139.5667190551758,1551.498779296875,728.0891723632812
169,1147.0311841964722,1560.4095458984375,737.5812377929688
170,1154.6295545101166,1559.59521484375,736.3822631835938
171,1161.2651178836823,1564.8463134765625,728.2518920898438
172,1169.019368171692,1563.97314453125,736.4563598632812
173,1175.9855825901031,1572.3167724609375,729.5584106445312
174,1182.8369846343994,1580.6859130859375,749.9635009765625
175,1190.0074644088745,1578.4683837890625,750.689453125
176,1197.367956161499,1571.985107421875,729.3273315429688
177,1205.4503655433655,1581.7227783203125,746.5508422851562
178,1213.0304160118103,1586.2635498046875,745.1453857421875
179,1220.455729484558,1582.02197265625,744.6799926757812
180,1228.3032190799713,1589.6055908203125,739.35693359375
181,1235.6324183940887,1580.11669921875,741.3423461914062
182,1242.5454483032227,1581.595947265625,736.0864868164062
183,1249.507238149643,1590.3076171875,737.3027954101562
184,1257.2050070762634,1592.669189453125,744.3939208984375
185,1264.7443373203278,1582.5155029296875,738.1907958984375
186,1273.0650088787079,1602.3828125,747.2214965820312
187,1281.488625049591,1599.6588134765625,742.36376953125
188,1289.546366930008,1604.4044189453125,757.433837890625
189,1297.8035345077515,1600.8883056640625,747.6668090820312
190,1305.179042339325,1598.9063720703125,747.4678344726562
191,1312.7143206596375,1613.52001953125,757.7308959960938
192,1320.654911518097,1590.4327392578125,743.0089111328125
193,1328.5130286216736,1608.93115234375,747.6171875
194,1336.292948961258,1611.62841796875,747.5751953125
195,1344.0201416015625,1621.268798828125,750.1087646484375
196,1351.0609543323517,1608.2823486328125,751.5596313476562
197,1358.293847322464,1612.2711181640625,756.9376831054688
198,1366.0112891197205,1632.439208984375,760.5283813476562
199,1374.0635678768158,1620.409912109375,760.2218627929688
200,1381.2385833263397,1620.8023681640625,749.4258422851562
201,1389.0108478069305,1613.9547119140625,748.3740844726562
202,1396.6488168239594,1619.00439453125,751.0369873046875
203,1404.2839515209198,1631.3092041015625,750.8223876953125
204,1411.7999591827393,1636.5648193359375,762.9161376953125
205,1419.8697497844696,1626.9267578125,755.96728515625
206,1427.1978693008423,1631.2255859375,756.4878540039062
207,1435.0469648838043,1629.74755859375,770.6320190429688
208,1442.0965209007263,1636.59716796875,761.5045776367188
209,1450.322156906128,1636.22998046875,761.048583984375
210,1458.7634613513947,1634.5247802734375,764.4542846679688
211,1466.2850410938263,1640.1343994140625,763.4869384765625
212,1473.745257139206,1638.8123779296875,759.732666015625
213,1481.6380207538605,1645.569580078125,764.0838623046875
214,1489.7333676815033,1648.4771728515625,770.5952758789062
215,1497.5428969860077,1639.3179931640625,775.560546875
216,1505.3633739948273,1644.8155517578125,766.9931030273438
217,1513.091784477234,1629.6051025390625,770.2635498046875
218,1520.412342786789,1643.998779296875,754.6615600585938
219,1528.2417917251587,1651.8675537109375,773.9039306640625
220,1536.1260168552399,1659.3575439453125,777.1152954101562
221,1543.6206154823303,1659.2052001953125,779.6641845703125
222,1550.909998178482,1662.5968017578125,777.9728393554688
223,1559.5285439491272,1677.3187255859375,775.6319580078125
224,1567.9944939613342,1649.9267578125,774.1512451171875
225,1575.763302564621,1675.7471923828125,781.4841918945312
226,1583.861585855484,1675.1571044921875,772.7080688476562
227,1591.7179925441742,1665.90234375,775.2850341796875
228,1599.9844636917114,1661.1875,776.5044555664062
229,1607.6658446788788,1661.18115234375,766.9070434570312
230,1616.0235764980316,1675.4940185546875,788.89501953125
231,1624.5138590335846,1671.0819091796875,773.1851806640625
232,1632.1300113201141,1684.63232421875,780.2186889648438
233,1639.6587059497833,1674.4931640625,778.5960083007812
234,1647.5292329788208,1675.4779052734375,782.4829711914062
235,1655.0552399158478,1674.7811279296875,788.34130859375
236,1663.5365581512451,1686.188720703125,784.4202270507812
237,1671.446242570877,1681.4051513671875,782.2734375
238,1679.0826737880707,1696.9423828125,788.0899047851562
239,1687.630581855774,1681.2615966796875,781.521484375
240,1695.337072134018,1688.001953125,799.0250854492188
241,1703.013720035553,1708.3475341796875,784.01611328125
242,1710.1880478858948,1695.56591796875,785.00048828125
243,1718.0341210365295,1702.32470703125,794.5638427734375
244,1726.2716450691223,1701.7799072265625,792.4903564453125
245,1734.178597688675,1699.575927734375,784.1068725585938
246,1742.83309841156,1720.6007080078125,803.62109375
247,1751.397868156433,1709.8775634765625,810.290283203125
248,1759.4275124073029,1706.9652099609375,796.13037109375
249,1767.3618206977844,1709.7147216796875,799.2836303710938
250,1774.686588048935,1715.8751220703125,787.2565307617188
251,1782.2230405807495,1712.067138671875,795.1592407226562
252,1789.8589284420013,1719.3447265625,793.2625122070312
253,1798.4766306877136,1717.023193359375,784.9664306640625
254,1806.685137271881,1720.058349609375,800.2301025390625
255,1815.0384933948517,1727.974365234375,803.7412109375
256,1823.5247340202332,1727.533935546875,801.5765380859375
257,1831.559892654419,1712.053955078125,786.9283447265625
258,1839.47598195076,1746.7423095703125,817.0198974609375
259,1847.3070900440216,1731.283203125,795.4005737304688
260,1854.7747120857239,1732.2587890625,792.4286499023438
261,1863.3802268505096,1737.0880126953125,803.8021850585938
262,1871.2199053764343,1741.283203125,818.9677124023438
263,1878.9741322994232,1735.2203369140625,812.0178833007812
264,1887.3876078128815,1740.38720703125,813.3107299804688
265,1895.8424775600433,1746.68115234375,820.04296875
266,1903.7396397590637,1740.8851318359375,808.3740234375
267,1911.2211825847626,1736.1614990234375,808.183349609375
268,1919.4399783611298,1738.3223876953125,811.214599609375
269,1927.1101055145264,1747.3199462890625,812.2298583984375
270,1935.0624656677246,1749.5263671875,807.4318237304688
271,1942.902045249939,1766.8751220703125,821.586181640625
272,1951.7828705310822,1750.4095458984375,824.6690063476562
273,1959.8045439720154,1781.4859619140625,828.41748046875
274,1968.3262748718262,1764.6187744140625,826.5784301757812
275,1976.562457561493,1757.657958984375,809.1743774414062
276,1984.5588574409485,1760.1112060546875,834.5424194335938
277,1993.390200138092,1765.290771484375,824.0511474609375
278,2002.160100221634,1782.50390625,831.4417724609375
279,2010.2513673305511,1764.6883544921875,813.71875
280,2018.3713676929474,1782.301513671875,823.9573974609375
281,2026.7526335716248,1775.56396484375,818.9213256835938
282,2034.4013829231262,1770.3695068359375,821.162353515625
283,2043.0518400669098,1774.5711669921875,839.4096069335938
284,2051.021462202072,1781.7119140625,822.9785766601562
285,2059.406456708908,1791.5047607421875,837.9253540039062
286,2067.789817094803,1787.21630859375,828.8595581054688
287,2076.475896835327,1787.01318359375,827.7669067382812
288,2083.8049545288086,1794.8619384765625,829.1480712890625
289,2091.623929977417,1801.26513671875,834.4559936523438
290,2099.757298231125,1806.231201171875,854.311767578125
291,2108.032296180725,1799.7183837890625,832.2251586914062
292,2116.124053001404,1789.755615234375,825.2802124023438
293,2123.8525047302246,1803.3468017578125,831.4713745117188
294,2131.9241557121277,1808.38671875,853.0887451171875
295,2140.4832191467285,1813.089599609375,850.14990234375
296,2148.456118106842,1811.4107666015625,835.422119140625
297,2156.565852880478,1819.4091796875,838.0909423828125
298,2164.9077801704407,1816.438720703125,864.0516357421875
299,2173.043838262558,1826.71875,856.2586669921875
300,2181.4502243995667,1832.9407958984375,859.7289428710938
301,2189.854458808899,1819.13037109375,852.5152587890625
302,2197.7484080791473,1822.702392578125,845.053955078125
303,2206.047305583954,1815.3167724609375,849.3983154296875
304,2213.7506804466248,1838.193603515625,853.9013061523438
305,2222.14727640152,1835.6495361328125,860.5880126953125
306,2229.866761445999,1838.401123046875,864.820068359375
307,2237.9096596240997,1840.5263671875,854.6878662109375
308,2246.7413692474365,1842.8531494140625,852.3449096679688
309,2255.452315568924,1851.44677734375,864.2999267578125
310,2263.3841757774353,1831.783935546875,845.5933837890625
311,2271.424296140671,1840.97314453125,858.0328979492188
312,2279.5272150039673,1848.7635498046875,863.4568481445312
313,2287.5226061344147,1852.9515380859375,865.7064208984375
314,2296.0668647289276,1850.8074951171875,868.5342407226562
315,2305.555886745453,1846.9619140625,860.654296875
316,2314.3961017131805,1866.974365234375,874.6905517578125
317,2323.37903380394,1865.19873046875,881.7546997070312
318,2331.611299753189,1855.797607421875,873.235107421875
319,2339.9497373104095,1864.677978515625,874.0444946289062
320,2348.243952035904,1855.2227783203125,869.2874755859375
321,2357.054365158081,1880.748779296875,892.5157470703125
322,2365.013878583908,1857.720703125,861.9559936523438
323,2373.945950269699,1874.7235107421875,881.2523193359375
324,2381.9002327919006,1857.6627197265625,867.6693725585938
325,2390.4070665836334,1881.4219970703125,876.9303588867188
326,2398.9422187805176,1874.646728515625,877.80908203125
327,2408.521742105484,1878.553955078125,883.9453125
328,2417.2335045337677,1891.7171630859375,897.5315551757812
329,2426.407381772995,1884.722412109375,877.22802734375
330,2434.2394762039185,1897.164306640625,878.9725341796875
331,2443.5719451904297,1902.9315185546875,909.4381103515625
332,2452.3183257579803,1902.560791015625,892.3572998046875
333,2460.7388377189636,1884.8743896484375,874.7740478515625
334,2469.1288306713104,1903.993896484375,879.3296508789062
335,2477.7801225185394,1889.8031005859375,886.4365234375
336,2486.1029257774353,1911.569091796875,900.36669921875
337,2494.7220895290375,1903.777587890625,892.8616943359375
338,2503.2829411029816,1903.3787841796875,892.8818359375
339,2513.29665851593,1925.691162109375,904.9570922851562
340,2521.738765478134,1922.6256103515625,910.6445922851562
341,2530.3046085834503,1924.3123779296875,892.1603393554688
342,2538.559624195099,1932.31396484375,905.583984375
343,2546.8002808094025,1918.726806640625,899.0625610351562
344,2555.6856553554535,1943.3807373046875,916.0107421875
345,2564.7569177150726,1936.839111328125,913.2152709960938
346,2573.944256544113,1956.168701171875,932.12255859375
347,2583.1156380176544,1943.1971435546875,914.6866455078125
348,2591.864324569702,1942.595947265625,929.2928466796875
349,2600.8744945526123,1940.115966796875,909.9544067382812
350,2609.2593772411346,1947.8271484375,921.0272216796875
351,2618.1511266231537,1950.7611083984375,925.5740966796875
352,2626.824652194977,1950.5191650390625,921.084228515625
353,2635.893234014511,1954.7159423828125,919.5158081054688
354,2644.7046546936035,1953.5467529296875,909.6210327148438
355,2653.302237033844,1938.8211669921875,916.2954711914062
356,2661.6883883476257,1962.29638671875,924.9843139648438
357,2670.5856618881226,1949.5867919921875,916.2737426757812
358,2679.5461106300354,1960.68359375,911.831787109375
359,2688.469573020935,1959.30517578125,929.8646850585938
360,2699.456602573395,1972.5703125,928.9948120117188
361,2708.2077181339264,1955.279541015625,932.260009765625
362,2716.798563718796,1961.6112060546875,923.1871337890625
363,2725.449177503586,1985.5687255859375,942.2351684570312
364,2734.4300966262817,2002.969970703125,954.552734375
365,2743.618237018585,1976.333984375,944.3082885742188
366,2752.2098622322083,1984.50634765625,938.3994750976562
367,2763.9161427021027,1991.370361328125,952.3635864257812
368,2773.7231595516205,2005.6939697265625,943.2386474609375
369,2782.2409851551056,2001.16357421875,936.1941528320312
370,2792.057409763336,1995.555908203125,946.764892578125
371,2800.5857951641083,1995.2052001953125,956.2128295898438
372,2808.85040640831,1996.454345703125,938.5100708007812
373,2817.27828001976,2011.124755859375,953.6482543945312
374,2825.9385857582092,2015.4759521484375,957.7608032226562
375,2834.237653493881,2003.8875732421875,957.6695556640625
376,2842.961671113968,1993.0718994140625,945.1686401367188
377,2851.4376170635223,2011.739501953125,958.5679321289062
378,2860.0691397190094,2011.5267333984375,944.6055297851562
379,2869.833785057068,2035.230712890625,968.3148193359375
380,2878.703169822693,2018.1962890625,958.5736083984375
381,2888.7967171669006,2038.78076171875,968.45166015625
382,2900.116327047348,2030.16552734375,983.5573120117188
383,2908.7156965732574,2026.0391845703125,954.581787109375
384,2917.4694151878357,2030.1351318359375,966.732177734375
385,2926.004192352295,2050.9267578125,975.1212768554688
386,2934.527845144272,2036.476806640625,956.200439453125
387,2943.7357456684113,2060.967041015625,986.8854370117188
388,2952.5386662483215,2042.985107421875,969.6378173828125
389,2962.416388988495,2073.6591796875,987.9564819335938
390,2972.2147676944733,2038.308349609375,966.4467163085938
391,2981.1024055480957,2065.14404296875,981.3185424804688
392,2989.860828399658,2066.0068359375,987.211181640625
393,2999.5787692070007,2048.365234375,976.986572265625
394,3008.4354474544525,2054.626708984375,963.2386474609375
395,3016.7761557102203,2080.3115234375,989.9478149414062
396,3025.638404607773,2077.529052734375,1004.7406005859375
397,3034.78010225296,2073.396240234375,1005.4300537109375
398,3044.4314630031586,2057.59326171875,984.0826416015625
399,3053.1185274124146,2079.018310546875,989.1718139648438
400,3062.8423688411713,2085.0888671875,992.8890380859375
401,3071.7684552669525,2075.1171875,991.1783447265625
402,3081.9803516864777,2079.219970703125,1005.2387084960938
403,3090.9678606987,2105.312255859375,992.4485473632812
404,3102.425104379654,2088.29345703125,1006.7456665039062
405,3113.2911953926086,2085.999267578125,988.4834594726562
406,3122.5096838474274,2099.173583984375,1009.6813354492188
407,3132.668095588684,2073.880859375,1006.5416870117188
408,3141.92529129982,2105.241455078125,1011.020263671875
409,3150.6661083698273,2094.0908203125,993.731689453125
410,3160.8068630695343,2106.6748046875,1021.694580078125
411,3171.326073408127,2105.945556640625,1009.0928344726562
412,3180.3164327144623,2131.43994140625,1006.9141235351562
413,3191.1426577568054,2119.51953125,1014.6735229492188
414,3200.6658680438995,2103.080810546875,1009.7883911132812
415,3210.344000339508,2126.626708984375,1011.289794921875
416,3220.00150847435,2142.175048828125,1026.714111328125
417,3229.3404202461243,2114.899169921875,1008.6359252929688
418,3238.8669667243958,2142.916748046875,1034.2640380859375
419,3248.0635747909546,2127.37109375,1017.915771484375
420,3257.8018894195557,2130.333984375,1014.9678344726562
421,3267.5699298381805,2137.818359375,1021.1690673828125
422,3277.0633301734924,2141.661865234375,1024.6868896484375
423,3287.009696483612,2119.0556640625,1013.465576171875
424,3297.7795696258545,2157.371826171875,1054.340087890625
425,3307.3008737564087,2159.85205078125,1038.1322021484375
426,3316.769596338272,2152.147216796875,1027.6849365234375
427,3326.487763404846,2163.272705078125,1037.65283203125
428,3338.5262439250946,2149.753662109375,1036.980712890625
429,3348.6945283412933,2168.363037109375,1035.0120849609375
430,3359.6624739170074,2151.84521484375,1031.619873046875
431,3368.7213139533997,2185.011474609375,1051.7877197265625
432,3377.922097682953,2164.35791015625,1033.8204345703125
433,3387.0491943359375,2164.70068359375,1033.4259033203125
434,3397.509709596634,2182.179931640625,1050.3358154296875
435,3408.2569794654846,2194.696044921875,1055.388427734375
436,3418.47843170166,2189.7607421875,1056.995361328125
437,3430.310527086258,2190.830322265625,1061.5892333984375
438,3440.8129453659058,2193.38720703125,1056.5111083984375
439,3451.10076546669,2183.08984375,1061.5472412109375
440,3461.900190114975,2203.773193359375,1064.85986328125
441,3471.681842803955,2178.35986328125,1044.665283203125
442,3482.017831325531,2203.435546875,1065.4532470703125
443,3492.3903756141663,2199.080810546875,1044.158203125
444,3502.094993829727,2211.5234375,1072.2232666015625
445,3511.496987104416,2224.047607421875,1065.445556640625
446,3522.122343301773,2199.91357421875,1045.15869140625
447,3533.0196130275726,2213.48876953125,1090.7310791015625
448,3543.5024909973145,2205.5126953125,1077.48779296875
449,3554.4426259994507,2215.021240234375,1069.4586181640625
450,3564.245787858963,2231.651611328125,1084.019287109375
451,3574.103592634201,2217.29150390625,1062.572998046875
452,3583.3319957256317,2226.974365234375,1087.248291015625
453,3593.8540477752686,2230.90478515625,1086.97705078125
454,3604.727371931076,2232.783935546875,1085.607421875
455,3615.249564886093,2234.263427734375,1069.239990234375
456,3626.940071582794,2229.12646484375,1083.204345703125
457,3638.0702562332153,2226.23681640625,1072.3992919921875
458,3649.014116048813,2225.26318359375,1083.7955322265625
459,3660.098243713379,2228.620361328125,1087.32275390625
460,3671.3323242664337,2255.168701171875,1104.9788818359375
461,3681.5965769290924,2247.171875,1084.2774658203125
462,3692.8569102287292,2238.51025390625,1085.68798828125
463,3703.1468489170074,2245.05712890625,1085.68212890625
464,3714.0143048763275,2263.744384765625,1104.7513427734375
465,3724.6923372745514,2264.285888671875,1106.2535400390625
466,3735.4150309562683,2251.891845703125,1108.0338134765625
467,3745.7381768226624,2254.77685546875,1087.90380859375
468,3755.6366314888,2286.266357421875,1128.499267578125
469,3765.376045703888,2287.615234375,1104.951171875
470,3775.831723690033,2264.720703125,1100.356689453125
471,3787.4853253364563,2287.20068359375,1119.6630859375
472,3798.6029999256134,2269.514404296875,1097.185302734375
473,3809.3425142765045,2282.9248046875,1118.8914794921875
474,3819.7746465206146,2281.39990234375,1105.05419921875
475,3829.2824816703796,2274.0751953125,1097.1397705078125
476,3841.4682233333588,2313.153564453125,1146.427978515625
477,3852.6068708896637,2274.724365234375,1124.0137939453125
478,3863.585777759552,2306.695068359375,1139.264404296875
479,3874.630793571472,2305.799072265625,1126.2822265625
480,3884.7119472026825,2292.021484375,1131.295654296875
481,3897.458719730377,2320.958251953125,1138.202392578125
482,3908.9798069000244,2324.900634765625,1143.114501953125
483,3918.531697511673,2312.605224609375,1118.180419921875
484,3929.6742119789124,2304.27685546875,1119.65869140625
485,3940.3589198589325,2329.398681640625,1141.2994384765625
486,3952.8775548934937,2325.991455078125,1134.8348388671875
487,3962.6082904338837,2310.129150390625,1135.2109375
488,3973.422859430313,2327.21484375,1131.968017578125
489,3985.5030176639557,2323.451171875,1109.37060546875
490,3997.618766307831,2319.655517578125,1133.6231689453125
491,4009.720781326294,2356.236328125,1166.002197265625
492,4022.217217683792,2337.021484375,1139.9368896484375
493,4033.285544395447,2337.453125,1130.5738525390625
494,4043.140125274658,2355.3486328125,1147.2420654296875
495,4055.2558369636536,2356.40625,1153.7119140625
