,Time (s),Mean,Std
0,23.630325317382812,1040.2001953125,512.0643310546875
1,48.31451869010925,1036.399658203125,509.7749938964844
2,71.78879928588867,1102.1048583984375,538.49267578125
3,94.8089394569397,1102.5859375,538.3716430664062
4,120.63129949569702,1103.689208984375,538.4067993164062
5,143.21818685531616,1104.1248779296875,538.4449462890625
6,166.42595958709717,1104.149169921875,539.895263671875
7,189.9945945739746,1105.0452880859375,539.8807983398438
8,212.31034088134766,1104.2642822265625,539.2257080078125
9,234.6657943725586,1105.2318115234375,539.2372436523438
10,258.74810576438904,1106.1751708984375,540.7946166992188
11,282.89333939552307,1106.6436767578125,540.851318359375
12,306.32310914993286,1107.58837890625,540.0523681640625
13,328.57979369163513,1107.9349365234375,540.5138549804688
14,353.36361932754517,1108.96435546875,541.426513671875
15,376.12482047080994,1109.833251953125,541.9940185546875
16,399.54784297943115,1109.7147216796875,541.5618896484375
17,422.39420318603516,1111.43212890625,543.1383056640625
18,447.17397379875183,1112.1160888671875,543.0570068359375
19,469.9244706630707,1112.0888671875,542.8585205078125
20,492.37927055358887,1113.606689453125,543.7297973632812
21,514.5592925548553,1113.1671142578125,542.8460083007812
22,537.755791425705,1114.466064453125,544.694091796875
23,561.8490135669708,1115.752685546875,544.9819946289062
24,586.801167011261,1117.268310546875,546.0834350585938
25,611.555234670639,1118.0606689453125,546.20751953125
26,635.8826150894165,1119.3939208984375,547.1193237304688
27,662.1993453502655,1120.0174560546875,546.9376831054688
28,685.5307941436768,1121.558837890625,547.4561157226562
29,708.3338994979858,1122.3836669921875,548.1818237304688
30,731.8948986530304,1123.1741943359375,548.0589599609375
31,755.0558805465698,1124.7587890625,549.8106689453125
32,778.820638179779,1124.8272705078125,550.3202514648438
33,802.9725556373596,1127.1746826171875,550.99658203125
34,829.8320033550262,1128.6484375,552.556396484375
35,855.0791113376617,1130.408935546875,553.1511840820312
36,878.5819354057312,1130.540771484375,552.8756713867188
37,902.2658195495605,1132.627197265625,554.1953735351562
38,925.0284214019775,1132.8388671875,553.9697875976562
39,948.8328547477722,1135.721923828125,556.69970703125
40,974.6780502796173,1137.5321044921875,556.28369140625
41,998.9125282764435,1139.1829833984375,557.7199096679688
42,1022.1077802181244,1139.6348876953125,557.1182250976562
43,1045.252270936966,1141.627685546875,559.4708251953125
44,1069.2303059101105,1143.2708740234375,559.5868530273438
45,1093.9970428943634,1144.8516845703125,561.2341918945312
46,1119.8166444301605,1146.201416015625,561.6478271484375
47,1143.9116508960724,1148.662841796875,562.7178344726562
48,1167.5265486240387,1149.566162109375,563.1857299804688
49,1190.4888772964478,1151.849609375,564.4366455078125
50,1214.424788236618,1153.61328125,566.4024658203125
51,1238.804607629776,1156.1654052734375,567.0919799804688
52,1263.7609159946442,1156.964599609375,567.4686279296875
53,1289.3136320114136,1159.259033203125,568.9907836914062
54,1314.8066892623901,1160.3087158203125,569.6452026367188
55,1337.54656124115,1164.161376953125,571.9549560546875
56,1360.7230484485626,1165.60302734375,572.6615600585938
57,1386.1995618343353,1168.4176025390625,574.43505859375
58,1410.8462810516357,1170.0908203125,574.565673828125
59,1435.4153671264648,1171.7081298828125,575.9130859375
60,1460.5163786411285,1173.2366943359375,576.6790161132812
61,1485.6816449165344,1176.337158203125,579.2264404296875
62,1511.062663078308,1178.1954345703125,579.5960083007812
63,1536.2558903694153,1180.66943359375,581.57861328125
64,1561.4124042987823,1181.7344970703125,581.6242065429688
65,1585.630663394928,1185.117919921875,585.29150390625
66,1610.7226021289825,1187.1805419921875,585.3450317382812
67,1635.7121758460999,1188.264404296875,586.121826171875
68,1661.0200629234314,1192.833251953125,588.9017333984375
69,1686.0296216011047,1193.9033203125,589.241943359375
70,1713.9174814224243,1197.621826171875,591.1171264648438
71,1738.4103014469147,1198.898193359375,592.6004638671875
72,1764.271793603897,1201.96533203125,594.5523071289062
73,1789.586965560913,1205.3076171875,596.2269897460938
74,1816.9098567962646,1206.8023681640625,597.0390014648438
75,1842.7342669963837,1209.8968505859375,599.4489135742188
76,1869.6261866092682,1211.848876953125,600.3964233398438
77,1896.4637339115143,1214.5167236328125,601.7996826171875
78,1921.788906097412,1218.0635986328125,604.5692749023438
79,1947.9184789657593,1220.9044189453125,606.0792236328125
80,1974.4414882659912,1223.1754150390625,606.5347900390625
81,2000.7602109909058,1224.3603515625,608.9982299804688
82,2025.5720610618591,1227.50927734375,610.2001953125
83,2051.7858583927155,1230.5364990234375,611.3221435546875
84,2077.412082672119,1234.2294921875,614.5162963867188
85,2104.020758152008,1237.5230712890625,616.1627197265625
86,2129.5342791080475,1240.3472900390625,617.036865234375
87,2155.0058755874634,1242.081298828125,618.430419921875
88,2180.510482311249,1245.540771484375,620.4873046875
89,2209.3972573280334,1248.43701171875,623.0653076171875
90,2236.451171398163,1251.7503662109375,624.6257934570312
91,2262.466072320938,1254.685546875,627.080810546875
92,2290.85409617424,1255.9324951171875,626.4846801757812
93,2318.6876435279846,1261.031982421875,631.1743774414062
94,2344.5164964199066,1262.81884765625,631.7052001953125
95,2371.4453332424164,1266.0286865234375,633.46337890625
96,2398.7634983062744,1269.4918212890625,636.4329833984375
97,2425.2835183143616,1272.74365234375,638.1423950195312
98,2451.272906780243,1276.5296630859375,641.2550659179688
99,2477.3721289634705,1279.3388671875,642.7379150390625
100,2503.3312311172485,1282.841064453125,644.4779663085938
101,2533.634546995163,1285.20263671875,645.07666015625
102,2560.1266589164734,1290.3050537109375,648.44873046875
103,2587.567672729492,1292.5877685546875,649.3834228515625
104,2615.7950477600098,1294.2825927734375,650.8646850585938
105,2642.1211161613464,1298.2677001953125,653.8846435546875
106,2669.28125667572,1303.491455078125,656.7213134765625
107,2696.286854028702,1305.2261962890625,658.05029296875
108,2724.4186458587646,1310.47509765625,661.072998046875
109,2751.3138966560364,1312.2698974609375,662.1692504882812
110,2779.314103126526,1315.607177734375,663.7936401367188
111,2809.5121746063232,1318.990478515625,666.8832397460938
112,2837.4748969078064,1323.333984375,670.1948852539062
113,2869.3845660686493,1326.8861083984375,670.9956665039062
114,2897.5928127765656,1330.07861328125,674.4046020507812
115,2926.9915363788605,1332.811279296875,674.0122680664062
116,2955.2587349414825,1337.90380859375,678.64306640625
117,2983.2747554779053,1340.97509765625,680.0890502929688
118,3012.726702928543,1343.69482421875,682.91552734375
119,3041.3319528102875,1347.4732666015625,684.3981323242188
120,3072.991541147232,1351.5950927734375,687.403076171875
121,3101.2030215263367,1355.0859375,690.2398681640625
122,3131.2300593852997,1358.2681884765625,692.038818359375
123,3159.7256865501404,1362.189453125,693.619140625
124,3189.8041248321533,1365.691650390625,696.2154541015625
125,3217.7862226963043,1369.5181884765625,699.1923828125
126,3254.6723697185516,1373.1646728515625,701.493408203125
127,3284.632271528244,1378.2220458984375,703.0411987304688
128,3314.004898071289,1380.46240234375,704.9444580078125
129,3343.1089277267456,1384.197509765625,707.9141235351562
130,3371.777807235718,1387.5521240234375,709.3727416992188
131,3401.2068898677826,1392.478271484375,713.06201171875
132,3433.1557762622833,1394.8201904296875,714.99951171875
133,3463.0819923877716,1398.913330078125,717.7158203125
134,3495.50764131546,1404.541748046875,720.8352661132812
135,3524.4155263900757,1406.6898193359375,721.9039306640625
136,3557.973515510559,1410.0262451171875,724.240966796875
137,3587.6371755599976,1414.8487548828125,726.5341796875
138,3617.677797317505,1417.6214599609375,729.0905151367188
139,3651.3247544765472,1421.222412109375,730.4066772460938
140,3685.6846306324005,1427.8861083984375,735.1714477539062
141,3715.3853669166565,1430.5352783203125,736.9942016601562
142,3750.392946958542,1434.5069580078125,739.46240234375
143,3779.935716867447,1437.76513671875,741.2653198242188
144,3809.649389028549,1442.618408203125,744.9599609375
145,3847.9263229370117,1446.495849609375,746.76416015625
146,3877.0051741600037,1450.3162841796875,749.8906860351562
147,3907.797558069229,1454.6693115234375,752.309326171875
148,3937.224046230316,1457.9681396484375,753.9061279296875
149,3967.664346218109,1462.9453125,758.0760498046875
150,3999.954311132431,1465.9886474609375,759.6360473632812
151,4032.480444431305,1470.336181640625,763.1787719726562
152,4067.44642663002,1475.8773193359375,765.7492065429688
153,4103.223251581192,1478.156494140625,766.8355102539062
154,4134.161082983017,1483.0479736328125,768.39794921875
155,4167.421755552292,1487.8719482421875,773.7860107421875
156,4201.500516414642,1491.7364501953125,775.5238037109375
157,4233.026865720749,1494.446044921875,777.8001708984375
158,4265.775292873383,1498.9979248046875,780.62646484375
159,4297.022127389908,1502.21728515625,781.2705078125
160,4336.71831536293,1507.870849609375,786.1054077148438
161,4367.55717921257,1510.266357421875,786.8170776367188
162,4405.809412956238,1515.2906494140625,790.7669677734375
163,4442.9147753715515,1519.783447265625,793.8469848632812
164,4478.998015880585,1525.0985107421875,796.0479125976562
165,4513.198575973511,1527.7388916015625,798.3255004882812
166,4544.77283000946,1532.8287353515625,800.96826171875
167,4579.002065658569,1535.3792724609375,804.6790161132812
168,4612.609536886215,1540.902099609375,807.1870727539062
169,4646.882864236832,1545.38232421875,810.0322265625
170,4681.847174406052,1550.1920166015625,813.5484619140625
171,4719.0844695568085,1553.469482421875,814.056396484375
172,4754.3633534908295,1558.702392578125,818.716064453125
173,4788.725565195084,1560.8948974609375,819.3733520507812
174,4826.697236776352,1567.2353515625,822.1280517578125
175,4862.590491533279,1571.0538330078125,825.3438110351562
176,4899.101446390152,1574.9705810546875,828.3811645507812
177,4934.204922914505,1579.4022216796875,831.3897705078125
178,4971.982437372208,1581.51220703125,832.372802734375
179,5010.797769069672,1587.4892578125,835.2794189453125
180,5044.462693929672,1591.438232421875,839.4398193359375
181,5081.613796472549,1595.94287109375,841.7254028320312
182,5116.250332355499,1599.2862548828125,843.7664794921875
183,5150.856449365616,1605.2322998046875,845.8507690429688
184,5188.537327051163,1607.27685546875,848.713623046875
185,5224.434889554977,1612.2916259765625,851.8978881835938
186,5265.4466733932495,1615.55517578125,852.516357421875
187,5301.137821435928,1620.0908203125,856.2098388671875
188,5338.038527727127,1626.01953125,858.9461059570312
189,5377.064422369003,1629.766357421875,863.156982421875
190,5419.226749658585,1633.8284912109375,863.8485717773438
191,5455.522472858429,1637.675537109375,867.1620483398438
192,5492.222675323486,1642.885009765625,869.677978515625
193,5529.392126083374,1646.2276611328125,870.8265991210938
194,5564.928879261017,1651.5863037109375,875.6650390625
195,5603.931976556778,1655.5601806640625,878.5955200195312
196,5642.184226512909,1660.177734375,879.9459228515625
197,5684.97727060318,1663.9405517578125,883.0252075195312
198,5721.97855091095,1667.1776123046875,884.6791381835938
199,5757.797332763672,1671.364501953125,887.2261962890625
200,5793.999639034271,1676.3221435546875,888.9187622070312
201,5833.326781749725,1679.11962890625,891.4014892578125
202,5871.427798986435,1684.0523681640625,894.067626953125
203,5911.052552223206,1688.595458984375,898.145751953125
204,5949.0692002773285,1693.1097412109375,899.0678100585938
205,5989.021473407745,1699.5333251953125,903.8805541992188
206,6025.274938344955,1700.4815673828125,904.5003662109375
207,6065.124556303024,1704.1688232421875,906.4108276367188
208,6101.6244995594025,1708.9801025390625,909.23974609375
209,6141.069620609283,1713.45556640625,911.3986206054688
210,6176.18140745163,1716.0728759765625,911.9722900390625
211,6215.0618488788605,1721.6739501953125,917.1401977539062
212,6254.015617847443,1724.49365234375,919.16455078125
213,6288.931163072586,1728.73779296875,920.54931640625
214,6325.448782920837,1734.5738525390625,925.1948852539062
215,6362.863034725189,1737.0770263671875,924.642333984375
216,6403.06515455246,1741.77392578125,928.1869506835938
217,6439.391912698746,1746.322998046875,929.600830078125
218,6481.0579833984375,1750.9906005859375,933.1975708007812
219,6522.244870901108,1755.0123291015625,936.270263671875
220,6562.366698980331,1757.0660400390625,936.375
221,6603.027984857559,1762.2435302734375,938.7164916992188
222,6643.98636841774,1765.6727294921875,941.687255859375
223,6681.658278226852,1769.792236328125,942.4932250976562
224,6723.508907794952,1772.692626953125,944.7118530273438
225,6765.437639713287,1776.3936767578125,945.8456420898438
226,6803.75223326683,1782.1881103515625,949.8828735351562
227,6841.715268135071,1785.16015625,951.26953125
228,6882.448689222336,1788.213623046875,951.1246337890625
229,6918.372064113617,1791.4449462890625,955.5765991210938
230,6958.4299120903015,1795.7933349609375,957.7676391601562
231,6994.697658061981,1799.2958984375,958.6651000976562
232,7034.379211902618,1803.9342041015625,962.7706298828125
233,7072.848439455032,1807.805419921875,961.8124389648438
234,7111.194045543671,1808.9893798828125,963.4216918945312
235,7148.0345005989075,1815.7236328125,967.5247802734375
236,7186.455630064011,1817.7257080078125,966.9978637695312
237,7222.848568916321,1821.3424072265625,970.6582641601562
238,7260.576130628586,1826.751220703125,973.0846557617188
239,7297.753841638565,1830.6007080078125,975.495849609375
240,7334.677960395813,1834.351318359375,976.0676879882812
241,7374.545402050018,1838.86376953125,978.7588500976562
242,7414.108857870102,1841.353271484375,979.9155883789062
243,7451.31426525116,1844.16015625,981.092529296875
244,7491.120126962662,1847.7037353515625,983.710693359375
245,7529.22157740593,1849.4935302734375,983.7865600585938
246,7566.535852193832,1854.909423828125,986.1432495117188
247,7605.834726810455,1858.2794189453125,988.8548583984375
248,7646.199517726898,1859.6221923828125,987.705078125
249,7684.652148246765,1865.7799072265625,991.4125366210938
250,7723.5272171497345,1868.4764404296875,992.7716064453125
251,7764.716080904007,1872.1827392578125,995.54443359375
252,7802.973839759827,1875.233154296875,995.321044921875
253,7840.998680353165,1877.5811767578125,996.5733032226562
254,7879.245507717133,1881.2156982421875,998.8513793945312
255,7916.838650941849,1884.29736328125,999.1553344726562
256,7953.943701267242,1887.2489013671875,1002.7068481445312
257,7992.009447336197,1891.1595458984375,1002.944580078125
258,8028.531126737595,1897.1126708984375,1006.3502197265625
259,8064.481840610504,1898.2847900390625,1006.418212890625
260,8104.875240802765,1901.883056640625,1008.0364379882812
261,8143.238479852676,1904.8931884765625,1008.7266845703125
262,8180.5361359119415,1909.74365234375,1012.1572875976562
263,8218.844009160995,1909.657958984375,1010.8534545898438
264,8259.108458042145,1914.9232177734375,1015.0404052734375
265,8301.482487916946,1917.1595458984375,1014.5000610351562
266,8337.328322172165,1921.01806640625,1015.5144653320312
267,8373.535712957382,1921.2091064453125,1017.2144165039062
268,8410.184998989105,1926.0703125,1018.3153686523438
269,8446.32783126831,1930.880615234375,1020.60107421875
270,8486.336604356766,1932.5250244140625,1020.1591186523438
271,8525.414692878723,1935.5831298828125,1020.7800903320312
272,8564.1250269413,1938.5625,1022.5457153320312
273,8603.40416431427,1941.009765625,1025.606689453125
274,8641.815274000168,1943.9735107421875,1023.7167358398438
275,8680.78939795494,1944.43212890625,1026.300048828125
276,8719.831259012222,1948.727783203125,1027.520751953125
277,8758.89780664444,1950.745849609375,1028.64990234375
278,8798.962085008621,1954.1221923828125,1029.497802734375
279,8837.142159938812,1958.18505859375,1030.030029296875
280,8877.168277263641,1958.7890625,1030.6849365234375
281,8915.986974716187,1962.888427734375,1032.0185546875
282,8956.93605518341,1964.6751708984375,1034.8941650390625
283,8995.585168361664,1968.3983154296875,1033.2589111328125
284,9033.327490568161,1968.5509033203125,1036.3265380859375
285,9073.835024356842,1973.930419921875,1037.30126953125
286,9111.837849855423,1977.9549560546875,1039.4381103515625
287,9150.494701623917,1979.3297119140625,1041.2275390625
288,9190.210138082504,1981.11083984375,1040.855224609375
289,9229.235104084015,1983.6802978515625,1039.0113525390625
290,9270.575990438461,1986.1014404296875,1041.9708251953125
291,9312.406793117523,1988.9940185546875,1044.7099609375
292,9351.18608546257,1990.4105224609375,1043.215576171875
293,9391.337096452713,1994.004638671875,1044.6680908203125
294,9429.221088647842,1994.663330078125,1044.961181640625
295,9468.701050519943,1997.093994140625,1043.8509521484375
296,9506.852470636368,2000.0546875,1047.9912109375
297,9549.060967445374,2003.6083984375,1047.9989013671875
298,9588.902221441269,2003.8673095703125,1047.716796875
299,9633.881207466125,2006.7440185546875,1047.44921875
300,9673.902044057846,2009.6810302734375,1049.9873046875
301,9711.635066509247,2012.591552734375,1049.47119140625
302,9750.41790318489,2015.0003662109375,1050.8497314453125
303,9788.238554954529,2016.40234375,1053.27978515625
304,9825.044134140015,2018.832763671875,1051.9954833984375
305,9864.141371488571,2021.784912109375,1052.0899658203125
306,9903.105821847916,2022.461181640625,1054.218017578125
307,9944.402549266815,2025.985107421875,1056.9161376953125
308,9983.37409043312,2026.8099365234375,1055.27099609375
309,10023.093717098236,2029.5972900390625,1054.749755859375
310,10061.770037651062,2032.09228515625,1056.985595703125
311,10102.759659051895,2034.00439453125,1058.257080078125
312,10141.32978796959,2035.3577880859375,1059.9107666015625
313,10182.100484609604,2038.640625,1059.375732421875
314,10221.024096012115,2040.9503173828125,1060.6961669921875
315,10260.037454128265,2043.3851318359375,1060.1763916015625
316,10297.646822929382,2043.1658935546875,1061.09326171875
317,10336.565819501877,2044.2047119140625,1061.5494384765625
318,10372.524594545364,2049.427001953125,1062.869140625
319,10411.508496761322,2047.126953125,1062.582763671875
320,10449.970968723297,2050.388916015625,1064.054931640625
321,10488.973822116852,2052.367919921875,1061.97998046875
322,10529.807753801346,2055.705322265625,1064.1739501953125
323,10568.745171308517,2057.11865234375,1066.2713623046875
324,10607.296476364136,2057.487060546875,1065.947021484375
325,10647.682482481003,2063.5361328125,1066.0391845703125
326,10687.377443552017,2061.81689453125,1066.7100830078125
327,10725.071040153503,2064.691162109375,1066.407958984375
328,10764.971848726273,2066.504150390625,1067.790283203125
329,10802.094604969025,2066.322998046875,1066.411376953125
330,10838.870819568634,2067.61865234375,1068.3402099609375
331,10878.115310192108,2070.111328125,1068.0438232421875
332,10916.707623958588,2073.86572265625,1071.2239990234375
333,10955.691158294678,2072.109130859375,1068.0035400390625
334,10995.905640602112,2076.559814453125,1069.4901123046875
335,11033.995078086853,2076.2861328125,1070.10205078125
336,11072.63530921936,2078.94677734375,1070.273193359375
337,11111.536205530167,2080.226318359375,1072.0159912109375
338,11152.16810631752,2080.403076171875,1071.0106201171875
339,11191.96425652504,2083.019287109375,1071.9755859375
340,11229.600556850433,2084.437744140625,1072.2108154296875
341,11268.51908659935,2086.884765625,1070.854248046875
342,11306.096898794174,2088.060302734375,1073.12890625
343,11344.787915229797,2087.49609375,1071.8133544921875
344,11383.53961801529,2089.572021484375,1074.0023193359375
345,11420.829073429108,2092.022705078125,1074.9798583984375
346,11460.100267410278,2093.50830078125,1074.146728515625
347,11500.632541894913,2095.8876953125,1075.9244384765625
348,11537.500516176224,2097.315185546875,1075.1004638671875
349,11576.911221504211,2097.70361328125,1074.94970703125
350,11614.41609621048,2100.11376953125,1076.681884765625
351,11652.051052570343,2098.15185546875,1075.2864990234375
352,11697.726620912552,2100.05224609375,1076.3602294921875
353,11739.326844215393,2103.471435546875,1077.5150146484375
354,11780.912543058395,2103.612060546875,1076.978759765625
355,11825.936122655869,2106.367919921875,1078.6583251953125
356,11867.539459466934,2107.323974609375,1078.764404296875
357,11902.742019891739,2108.297119140625,1077.79443359375
358,11941.835903644562,2107.097412109375,1077.240478515625
359,11978.40442276001,2110.1015625,1080.0985107421875
360,12014.845211982727,2112.699462890625,1078.148193359375
361,12054.734496355057,2111.736083984375,1078.2457275390625
362,12095.27996468544,2113.673583984375,1079.9249267578125
363,12133.419676303864,2115.49609375,1079.798583984375
364,12173.050284862518,2116.130126953125,1079.739990234375
365,12211.343207836151,2116.13525390625,1080.40185546875
366,12250.435656785965,2118.298583984375,1082.3365478515625
367,12290.409311056137,2120.76611328125,1080.791259765625
368,12328.860404014587,2120.3984375,1080.14306640625
369,12370.194353818893,2121.474609375,1080.4962158203125
370,12408.04476571083,2122.722412109375,1080.506103515625
371,12446.847159147263,2126.55859375,1083.0435791015625
372,12483.551034927368,2124.46533203125,1081.4410400390625
373,12524.441410064697,2125.1279296875,1081.4976806640625
374,12564.874825954437,2125.5947265625,1082.7567138671875
375,12603.388017177582,2126.502685546875,1082.1866455078125
376,12641.648351430893,2127.33203125,1081.406005859375
377,12678.512696266174,2129.15576171875,1082.6197509765625
378,12716.187028169632,2130.439208984375,1084.0068359375
379,12752.393242835999,2131.938720703125,1084.3458251953125
380,12788.141522884369,2131.80615234375,1082.851806640625
381,12824.605530500412,2132.33837890625,1080.4215087890625
382,12861.684046268463,2134.407958984375,1084.497802734375
383,12900.7346971035,2136.422119140625,1085.41064453125
384,12940.81050491333,2136.70361328125,1084.6640625
385,12979.019780158997,2136.49462890625,1084.4822998046875
386,13019.928450584412,2137.568115234375,1085.33203125
387,13061.056734323502,2136.889892578125,1083.6822509765625
388,13101.951657056808,2140.697509765625,1085.2305908203125
389,13140.167644739151,2141.885986328125,1086.08544921875
390,13178.529641628265,2141.2666015625,1084.080078125
391,13215.819204330444,2140.577392578125,1086.01708984375
392,13254.416549921036,2142.10986328125,1085.4783935546875
393,13293.999690294266,2146.203369140625,1086.4815673828125
394,13336.397782325745,2145.239013671875,1086.252685546875
395,13372.374696493149,2144.317626953125,1086.20263671875
396,13410.869179487228,2146.57568359375,1085.4691162109375
397,13450.877806425095,2145.476318359375,1086.890380859375
398,13491.156509637833,2148.4111328125,1087.6876220703125
399,13527.529972314835,2149.45751953125,1087.9368896484375
400,13567.963024139404,2150.454833984375,1086.6522216796875
401,13607.900253772736,2150.962646484375,1088.4381103515625
402,13649.172336101532,2151.34814453125,1086.83349609375
403,13686.621828079224,2150.19384765625,1086.3067626953125
404,13723.046847581863,2151.59130859375,1086.544189453125
405,13758.08293390274,2153.365478515625,1086.451416015625
406,13796.929317235947,2155.917724609375,1088.4835205078125
407,13834.075000047684,2155.81787109375,1086.86865234375
408,13869.453670501709,2156.136474609375,1087.9564208984375
409,13907.334362506866,2156.99462890625,1090.23974609375
410,13945.06451535225,2155.425537109375,1087.85009765625
411,13985.834192752838,2156.030029296875,1089.3504638671875
412,14025.242133617401,2158.263916015625,1088.7904052734375
413,14063.256860494614,2158.29248046875,1088.0975341796875
414,14100.73386645317,2158.628662109375,1089.4295654296875
415,14139.462702989578,2158.90234375,1090.1959228515625
416,14179.992690563202,2159.013427734375,1089.2861328125
417,14221.439890623093,2160.488037109375,1089.5716552734375
418,14263.314081430435,2160.586181640625,1089.6590576171875
419,14305.0246758461,2163.1982421875,1089.28564453125
420,14346.735280275345,2162.779052734375,1088.5223388671875
421,14384.70296740532,2161.50830078125,1088.97607421875
422,14426.834823131561,2162.840087890625,1089.20263671875
423,14463.626132965088,2162.952392578125,1088.9671630859375
424,14501.665395975113,2165.12158203125,1089.328857421875
425,14543.542270421982,2163.66943359375,1089.6241455078125
426,14583.24591755867,2163.839111328125,1088.0184326171875
427,14619.979542732239,2165.928955078125,1091.273681640625
428,14658.367156267166,2165.51416015625,1090.45068359375
429,14695.546256065369,2166.76220703125,1088.9703369140625
430,14734.063474655151,2166.95458984375,1089.6396484375
431,14772.619225978851,2169.54345703125,1090.806640625
432,14811.920466899872,2169.588623046875,1091.49658203125
433,14855.210679531097,2170.456298828125,1090.936767578125
434,14894.784212112427,2168.323486328125,1089.004150390625
435,14934.535037279129,2170.5615234375,1091.984375
436,14969.994601011276,2169.563232421875,1090.1180419921875
437,15010.655560970306,2171.9541015625,1093.2088623046875
438,15046.579741477966,2170.197509765625,1089.3260498046875
439,15088.01535987854,2171.515380859375,1091.34814453125
440,15126.879900217056,2173.37451171875,1090.4351806640625
441,15164.157413721085,2172.535888671875,1093.7950439453125
442,15204.202488899231,2173.067626953125,1090.777587890625
443,15238.873955488205,2171.781005859375,1091.131103515625
444,15282.838988780975,2173.4365234375,1092.1259765625
445,15321.414819955826,2175.177734375,1092.1368408203125
446,15358.379307031631,2175.183837890625,1090.914794921875
447,15399.14668059349,2176.096923828125,1092.4830322265625
448,15433.91476225853,2173.98974609375,1090.0587158203125
449,15472.438482046127,2175.685546875,1092.600830078125
450,15509.194525957108,2176.75927734375,1090.612060546875
451,15549.8667781353,2176.2744140625,1091.66845703125
452,15593.130491495132,2175.01025390625,1091.5291748046875
453,15631.418010473251,2178.761962890625,1092.4517822265625
454,15668.247690200806,2179.83837890625,1093.4925537109375
455,15709.596285581589,2178.65625,1091.8203125
456,15751.049691677094,2180.97802734375,1093.6488037109375
457,15788.983761548996,2180.540771484375,1091.4842529296875
458,15827.511152982712,2179.134521484375,1093.1824951171875
459,15863.987319231033,2180.520751953125,1093.5355224609375
460,15901.60433292389,2181.43408203125,1091.390625
461,15941.100411891937,2181.4189453125,1092.62353515625
462,15975.751455545425,2178.482421875,1090.24072265625
463,16012.403625965118,2182.214111328125,1092.8450927734375
464,16050.989701986313,2181.94677734375,1092.9049072265625
465,16087.713311195374,2182.568359375,1092.0738525390625
466,16124.724780321121,2181.413818359375,1092.438232421875
467,16161.27728009224,2181.8994140625,1092.6112060546875
468,16200.512687444687,2184.21435546875,1093.660888671875
469,16235.858794689178,2184.679931640625,1092.3812255859375
470,16275.315257549286,2185.0966796875,1094.267333984375
471,16313.372268915176,2183.92578125,1092.8482666015625
472,16352.10101890564,2185.18408203125,1093.5911865234375
473,16389.49397277832,2182.319091796875,1092.486572265625
474,16427.26281929016,2182.6630859375,1090.968505859375
475,16461.595100164413,2184.411865234375,1092.0269775390625
476,16500.196232318878,2186.170166015625,1094.5325927734375
477,16541.182423591614,2186.839111328125,1093.9705810546875
478,16578.134139299393,2185.054443359375,1094.6968994140625
479,16618.16490316391,2185.61474609375,1093.2877197265625
480,16659.5161986351,2186.73681640625,1093.1953125
481,16699.349757909775,2185.466796875,1093.89453125
482,16736.616087675095,2186.40625,1092.292236328125
483,16775.994742155075,2186.3134765625,1093.1644287109375
484,16815.085552930832,2187.906982421875,1094.5938720703125
485,16853.956162929535,2186.738525390625,1093.8597412109375
486,16893.095695972443,2190.123046875,1093.9390869140625
487,16932.529316663742,2189.41748046875,1092.89306640625
488,16970.900143623352,2189.422119140625,1094.7703857421875
489,17006.846724510193,2188.9248046875,1094.1856689453125
490,17045.927343845367,2190.0087890625,1094.4114990234375
491,17086.14044189453,2190.361083984375,1093.75830078125
492,17123.32533311844,2189.62548828125,1095.0238037109375
493,17162.025682210922,2189.935546875,1093.942138671875
494,17198.188912391663,2187.743896484375,1093.8182373046875
495,17238.329688072205,2191.5576171875,1095.924560546875
496,17276.814015865326,2187.687255859375,1092.9593505859375
497,17313.706793308258,2189.51123046875,1094.11572265625
498,17356.72552204132,2188.12939453125,1093.9281005859375
